CustomerID,recency,frequency,monetary,first_order,last_order,country,cluster
13673,19,2,396.92,2011-11-07 15:40:00,2011-11-21 12:11:00,United Kingdom,2
13675,151,2,486.82000000000005,2011-02-28 12:14:00,2011-07-11 12:57:00,United Kingdom,1
13678,152,1,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,United Kingdom,1
13680,1,4,3722.42,2011-01-04 14:12:00,2011-12-08 13:47:00,United Kingdom,0
13681,18,4,827.83,2011-07-07 15:21:00,2011-11-22 11:13:00,United Kingdom,3
13682,187,1,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,United Kingdom,1
13684,286,1,67.23,2011-02-27 10:13:00,2011-02-27 10:13:00,United Kingdom,1
13685,3,7,3119.44,2011-10-10 12:59:00,2011-12-07 11:41:00,United Kingdom,0
13686,183,1,72.0,2011-06-10 09:10:00,2011-06-10 09:10:00,United Kingdom,1
13689,63,1,910.0,2011-10-07 13:21:00,2011-10-07 13:21:00,United Kingdom,1
13690,59,1,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,United Kingdom,1
13692,25,3,1488.32,2011-04-17 12:57:00,2011-11-15 11:17:00,United Kingdom,3
13694,4,50,65039.62,2010-12-01 12:12:00,2011-12-06 09:32:00,United Kingdom,0
13695,31,15,2504.13,2011-03-25 11:31:00,2011-11-08 14:26:00,United Kingdom,0
13697,39,1,151.29999999999998,2011-11-01 09:14:00,2011-11-01 09:14:00,United Kingdom,1
13699,155,1,308.58000000000004,2011-07-07 16:51:00,2011-07-07 16:51:00,United Kingdom,1
13700,26,10,2265.12,2011-01-16 13:18:00,2011-11-13 13:00:00,United Kingdom,0
13703,318,1,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,United Kingdom,1
13704,5,9,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,United Kingdom,0
13705,8,3,711.86,2010-12-01 10:29:00,2011-12-02 12:32:00,United Kingdom,2
13706,303,1,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,United Kingdom,1
13707,267,2,806.41,2011-01-28 13:27:00,2011-03-17 18:03:00,United Kingdom,1
13708,271,1,296.88,2011-03-13 13:46:00,2011-03-13 13:46:00,United Kingdom,1
13709,4,13,6328.05,2011-01-28 14:57:00,2011-12-06 10:28:00,United Kingdom,0
13710,32,1,180.48,2011-11-08 08:16:00,2011-11-08 08:16:00,United Kingdom,2
13711,219,2,252.06,2011-05-05 10:29:00,2011-05-05 10:31:00,United Kingdom,1
13712,247,1,228.84,2011-04-07 12:33:00,2011-04-07 12:33:00,United Kingdom,1
13715,281,5,1079.34,2010-12-02 08:52:00,2011-03-03 19:21:00,United Kingdom,3
13716,269,1,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,United Kingdom,1
13717,32,6,1445.01,2011-02-14 13:21:00,2011-11-07 14:13:00,United Kingdom,3
13718,246,2,306.55,2011-02-17 11:58:00,2011-04-07 13:24:00,United Kingdom,1
13719,15,5,1041.68,2011-04-19 13:56:00,2011-11-24 15:26:00,United Kingdom,3
13720,117,4,799.9,2011-03-30 09:17:00,2011-08-15 12:46:00,United Kingdom,3
13721,36,1,524.14,2011-11-03 14:05:00,2011-11-03 14:05:00,United Kingdom,2
13722,132,3,2375.41,2011-03-02 11:43:00,2011-07-31 12:44:00,United Kingdom,3
13723,217,1,199.85000000000002,2011-05-06 17:04:00,2011-05-06 17:04:00,United Kingdom,1
13725,50,8,1980.56,2011-02-04 12:18:00,2011-10-21 10:03:00,United Kingdom,3
13726,39,2,1079.6599999999999,2011-08-31 11:06:00,2011-11-01 10:49:00,United Kingdom,3
13727,29,2,333.48,2011-11-06 12:16:00,2011-11-11 09:46:00,United Kingdom,2
13728,37,6,1016.14,2011-02-02 12:09:00,2011-11-03 10:49:00,United Kingdom,3
13730,136,2,752.6,2011-07-01 12:47:00,2011-07-27 08:35:00,United Kingdom,1
13731,219,2,610.59,2011-04-07 10:10:00,2011-05-04 14:33:00,United Kingdom,1
13732,28,1,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,United Kingdom,2
13735,25,4,2885.2400000000002,2011-04-19 13:49:00,2011-11-15 11:14:00,United Kingdom,3
13736,5,2,731.9,2011-03-24 13:04:00,2011-12-04 15:19:00,United Kingdom,2
13737,200,1,339.59999999999997,2011-05-23 16:32:00,2011-05-23 16:32:00,United Kingdom,1
13739,18,1,216.9,2011-11-21 13:35:00,2011-11-21 13:35:00,United Kingdom,2
13740,241,1,350.75,2011-04-13 10:32:00,2011-04-13 10:32:00,United Kingdom,1
13741,72,3,668.4300000000001,2011-05-06 13:43:00,2011-09-29 09:19:00,United Kingdom,3
13742,17,12,3131.02,2011-01-23 14:59:00,2011-11-23 11:07:00,United Kingdom,0
13743,3,7,1341.6,2011-03-25 14:46:00,2011-12-07 10:09:00,United Kingdom,0
13744,95,2,1156.36,2011-02-20 14:08:00,2011-09-05 15:19:00,United Kingdom,3
13745,162,1,300.04,2011-06-30 16:43:00,2011-06-30 16:43:00,United Kingdom,1
13747,374,1,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,United Kingdom,1
13748,96,5,948.25,2010-12-01 09:00:00,2011-09-05 09:45:00,United Kingdom,3
13750,54,5,1647.26,2011-01-07 11:49:00,2011-10-17 12:16:00,United Kingdom,3
13751,288,1,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,United Kingdom,1
13752,124,6,1186.28,2011-04-07 12:04:00,2011-08-07 14:16:00,United Kingdom,3
13753,288,1,741.26,2011-02-25 12:48:00,2011-02-25 12:48:00,United Kingdom,1
13754,152,2,282.59999999999997,2011-01-26 14:58:00,2011-07-11 11:51:00,United Kingdom,1
13755,4,9,2161.35,2011-10-07 15:45:00,2011-12-06 12:26:00,United Kingdom,0
13756,2,14,5189.52,2010-12-07 11:41:00,2011-12-07 16:44:00,United Kingdom,0
13758,12,7,3190.55,2010-12-01 12:08:00,2011-11-28 11:11:00,United Kingdom,0
13759,33,2,659.4100000000001,2011-09-29 15:40:00,2011-11-06 14:47:00,United Kingdom,2
13760,54,2,286.79,2011-03-28 12:52:00,2011-10-16 16:13:00,United Kingdom,1
13761,50,2,1070.65,2011-06-13 08:43:00,2011-10-20 14:01:00,United Kingdom,3
13762,219,1,306.72,2011-05-05 09:15:00,2011-05-05 09:15:00,United Kingdom,1
13763,63,1,1714.96,2011-10-07 15:13:00,2011-10-07 15:13:00,United Kingdom,3
13764,71,3,1521.76,2011-01-06 14:53:00,2011-09-30 12:03:00,United Kingdom,3
13767,2,37,17220.36,2010-12-01 10:47:00,2011-12-07 15:00:00,United Kingdom,0
13769,2,10,2796.51,2010-12-07 13:28:00,2011-12-07 15:08:00,United Kingdom,0
13771,64,4,2634.45,2011-04-06 15:47:00,2011-10-06 14:18:00,United Kingdom,3
13772,34,3,1132.13,2011-04-14 12:31:00,2011-11-06 11:43:00,United Kingdom,3
13774,82,1,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,United Kingdom,1
13777,1,33,25977.16,2010-12-01 16:01:00,2011-12-09 12:25:00,United Kingdom,0
13778,103,1,178.7,2011-08-28 15:25:00,2011-08-28 15:25:00,United Kingdom,1
13780,7,2,360.01,2011-06-22 11:43:00,2011-12-02 13:49:00,United Kingdom,2
13781,251,1,127.84,2011-04-03 12:08:00,2011-04-03 12:08:00,United Kingdom,1
13782,13,6,912.0,2011-01-16 11:08:00,2011-11-27 11:54:00,United Kingdom,3
13784,10,11,2462.79,2011-01-11 14:38:00,2011-11-30 09:33:00,United Kingdom,0
13786,367,1,230.39999999999998,2010-12-07 13:53:00,2010-12-07 13:53:00,United Kingdom,1
13787,76,2,309.04,2010-12-10 14:45:00,2011-09-25 12:06:00,United Kingdom,1
13790,4,1,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,United Kingdom,2
13791,128,2,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,United Kingdom,3
13792,66,2,195.55,2011-02-25 14:03:00,2011-10-04 14:31:00,United Kingdom,1
13798,1,57,37153.85,2010-12-02 17:24:00,2011-12-08 15:51:00,United Kingdom,0
13799,117,2,688.86,2011-02-18 14:18:00,2011-08-15 12:07:00,United Kingdom,1
13800,310,1,558.32,2011-02-03 12:27:00,2011-02-03 12:27:00,United Kingdom,1
13801,67,1,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,United Kingdom,1
13802,139,3,4599.42,2011-02-01 12:03:00,2011-07-24 10:54:00,United Kingdom,3
13803,255,1,277.07,2011-03-29 12:57:00,2011-03-29 12:57:00,United Kingdom,1
13804,31,7,2635.79,2011-02-23 09:09:00,2011-11-09 12:32:00,United Kingdom,3
13805,52,2,924.6,2011-08-02 15:29:00,2011-10-18 14:50:00,United Kingdom,3
13806,64,1,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,United Kingdom,1
13807,367,1,112.6,2010-12-07 15:48:00,2010-12-07 15:48:00,United Kingdom,1
13808,6,5,1747.66,2011-09-04 12:07:00,2011-12-04 12:18:00,United Kingdom,0
13809,305,1,155.05,2011-02-07 13:15:00,2011-02-07 13:15:00,Cyprus,1
13810,29,3,1499.01,2011-10-14 12:57:00,2011-11-11 08:33:00,Germany,3
13811,184,3,814.5,2011-04-14 18:40:00,2011-06-09 09:54:00,Germany,3
13812,42,3,539.0,2011-08-26 12:54:00,2011-10-28 14:27:00,Germany,3
13813,40,4,1366.8600000000001,2011-07-28 10:33:00,2011-10-31 10:38:00,Germany,3
13814,92,2,1579.12,2011-07-25 13:54:00,2011-09-08 13:48:00,Germany,3
13815,22,4,4027.36,2011-01-25 12:16:00,2011-11-17 14:19:00,Germany,3
13816,24,2,571.6700000000001,2011-10-06 14:37:00,2011-11-16 08:38:00,Germany,2
13817,29,2,382.98,2010-12-23 11:46:00,2011-11-10 17:49:00,Germany,2
13819,302,3,1140.35,2011-01-24 10:38:00,2011-02-11 10:38:00,United Kingdom,3
13821,145,2,385.64,2011-03-23 11:30:00,2011-07-18 09:49:00,United Kingdom,1
13822,6,2,632.0,2011-10-30 15:55:00,2011-12-04 12:13:00,United Kingdom,2
13823,19,2,957.66,2011-09-09 10:42:00,2011-11-21 10:22:00,United Kingdom,2
13824,33,5,1698.94,2011-02-02 13:07:00,2011-11-07 12:41:00,United Kingdom,3
13826,176,1,189.5,2011-06-16 13:48:00,2011-06-16 13:48:00,United Kingdom,1
13827,58,3,412.05,2011-07-19 15:38:00,2011-10-13 12:38:00,United Kingdom,3
13828,22,1,209.49,2011-11-17 16:02:00,2011-11-17 16:02:00,United Kingdom,2
13831,16,6,2202.99,2010-12-05 12:13:00,2011-11-23 15:41:00,United Kingdom,0
13832,19,1,52.199999999999996,2011-11-20 15:36:00,2011-11-20 15:36:00,United Kingdom,2
13833,159,1,384.8,2011-07-03 13:27:00,2011-07-03 13:27:00,United Kingdom,1
13835,25,4,834.57,2011-05-08 15:22:00,2011-11-14 15:37:00,United Kingdom,3
13837,212,2,271.24,2011-01-26 12:15:00,2011-05-12 12:10:00,United Kingdom,1
13838,6,4,691.73,2010-12-05 10:45:00,2011-12-04 11:00:00,United Kingdom,2
13841,253,1,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,United Kingdom,1
13842,59,9,3385.62,2010-12-08 10:39:00,2011-10-12 10:51:00,United Kingdom,3
13844,11,1,361.62,2011-11-28 13:21:00,2011-11-28 13:21:00,United Kingdom,2
13845,65,1,312.98,2011-10-06 08:25:00,2011-10-06 08:25:00,United Kingdom,1
13846,25,3,865.0600000000001,2010-12-14 16:07:00,2011-11-15 12:07:00,United Kingdom,3
13848,92,3,1255.0,2010-12-08 15:10:00,2011-09-08 12:58:00,United Kingdom,3
13849,52,2,1537.95,2011-06-22 10:11:00,2011-10-19 10:59:00,United Kingdom,3
13850,129,1,1595.48,2011-08-02 14:04:00,2011-08-02 14:04:00,United Kingdom,1
13851,96,3,2651.46,2011-02-24 17:18:00,2011-09-05 12:36:00,United Kingdom,3
13853,57,1,1090.14,2011-10-13 14:18:00,2011-10-13 14:18:00,United Kingdom,3
13854,9,25,8109.5199999999995,2010-12-09 10:48:00,2011-12-01 09:06:00,United Kingdom,0
13856,169,3,388.5,2011-05-20 13:13:00,2011-06-24 10:03:00,United Kingdom,1
13858,57,1,216.17,2011-10-13 16:17:00,2011-10-13 16:17:00,United Kingdom,1
13859,326,1,201.16,2011-01-17 16:14:00,2011-01-17 16:14:00,United Kingdom,1
13860,1,5,1245.9,2011-09-14 09:27:00,2011-12-08 12:57:00,United Kingdom,0
13862,18,8,2209.36,2011-01-11 15:13:00,2011-11-21 16:24:00,United Kingdom,0
13863,248,1,305.78,2011-04-06 10:20:00,2011-04-06 10:20:00,United Kingdom,1
13865,58,4,501.56,2011-02-23 12:04:00,2011-10-12 13:31:00,United Kingdom,3
13866,74,1,145.67000000000002,2011-09-26 14:54:00,2011-09-26 14:54:00,United Kingdom,1
13867,31,3,1015.29,2011-05-05 17:28:00,2011-11-08 15:48:00,United Kingdom,3
13868,7,2,3192.54,2011-11-01 12:45:00,2011-12-02 16:32:00,United Kingdom,2
13869,123,4,3104.95,2010-12-17 15:14:00,2011-08-08 13:53:00,United Kingdom,3
13870,2,8,2770.94,2011-02-25 09:09:00,2011-12-07 13:23:00,United Kingdom,0
13871,23,13,6403.25,2011-02-04 09:30:00,2011-11-17 10:49:00,United Kingdom,0
13873,120,3,389.6,2011-02-03 09:37:00,2011-08-12 10:08:00,United Kingdom,1
13874,358,1,540.45,2010-12-16 18:20:00,2010-12-16 18:20:00,United Kingdom,1
13875,54,5,1786.79,2011-02-11 15:39:00,2011-10-17 09:36:00,United Kingdom,3
13876,64,1,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,United Kingdom,1
13877,86,1,117.24,2011-09-14 15:49:00,2011-09-14 15:49:00,United Kingdom,1
13878,55,1,1281.53,2011-10-16 12:19:00,2011-10-16 12:19:00,United Kingdom,3
13880,21,13,3219.77,2010-12-07 14:00:00,2011-11-18 13:44:00,United Kingdom,0
13881,4,20,17159.52,2011-02-01 10:14:00,2011-12-06 12:50:00,United Kingdom,0
13882,3,5,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,United Kingdom,0
13883,11,5,2674.48,2011-03-31 17:17:00,2011-11-29 10:45:00,United Kingdom,0
13884,7,5,787.6,2011-03-01 13:40:00,2011-12-02 16:30:00,United Kingdom,2
13885,189,2,506.8,2011-05-23 08:52:00,2011-06-03 15:07:00,United Kingdom,1
13886,71,1,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,1
13887,204,1,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,United Kingdom,1
13888,120,2,605.63,2011-05-05 14:41:00,2011-08-12 10:13:00,United Kingdom,1
13889,93,1,416.90000000000003,2011-09-08 09:13:00,2011-09-08 09:13:00,United Kingdom,1
13890,1,10,1883.8100000000002,2010-12-16 09:31:00,2011-12-08 15:36:00,United Kingdom,0
13892,27,4,632.97,2011-04-07 12:04:00,2011-11-13 11:50:00,United Kingdom,3
13893,298,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,United Kingdom,1
13894,24,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,United Kingdom,2
13895,28,4,2593.07,2011-06-28 10:17:00,2011-11-11 16:57:00,United Kingdom,3
13897,50,1,311.16,2011-10-20 14:30:00,2011-10-20 14:30:00,United Kingdom,1
13898,326,1,155.93,2011-01-18 10:28:00,2011-01-18 10:28:00,United Kingdom,1
13899,16,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,United Kingdom,2
13900,183,3,740.95,2011-03-22 10:13:00,2011-06-09 19:26:00,United Kingdom,3
13901,72,5,2867.2,2011-01-25 09:01:00,2011-09-28 14:48:00,United Kingdom,3
13904,37,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,United Kingdom,2
13908,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,United Kingdom,3
13911,57,9,2580.91,2011-02-04 14:46:00,2011-10-13 15:43:00,United Kingdom,3
13914,12,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,United Kingdom,2
13917,50,2,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,United Kingdom,1
13918,50,2,1212.8400000000001,2011-03-31 18:05:00,2011-10-21 12:25:00,United Kingdom,3
13919,59,2,384.81,2011-08-10 10:15:00,2011-10-11 14:24:00,Denmark,1
13922,352,1,172.25,2010-12-23 10:38:00,2010-12-23 10:38:00,United Kingdom,1
13923,54,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,United Kingdom,1
13924,2,6,1838.8500000000001,2011-09-28 15:07:00,2011-12-08 09:39:00,United Kingdom,0
13925,93,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,United Kingdom,3
13926,23,1,223.85000000000002,2011-11-16 13:16:00,2011-11-16 13:16:00,United Kingdom,2
13927,75,1,348.99,2011-09-26 12:00:00,2011-09-26 12:00:00,United Kingdom,1
13928,11,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,United Kingdom,2
13929,169,2,842.65,2011-01-17 15:11:00,2011-06-23 15:26:00,United Kingdom,1
13930,58,2,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,United Kingdom,1
13931,96,2,1237.53,2011-03-04 08:43:00,2011-09-05 10:12:00,United Kingdom,3
13932,295,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,United Kingdom,1
13933,109,2,608.7900000000001,2011-07-14 13:35:00,2011-08-22 14:03:00,United Kingdom,1
13934,264,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,United Kingdom,1
13936,180,1,376.58,2011-06-13 08:47:00,2011-06-13 08:47:00,United Kingdom,1
13937,169,1,158.85,2011-06-23 16:35:00,2011-06-23 16:35:00,United Kingdom,1
13938,35,1,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,United Kingdom,1
13939,23,3,568.55,2011-02-01 11:30:00,2011-11-16 13:33:00,United Kingdom,2
13940,17,4,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,United Kingdom,3
13941,22,5,5112.96,2010-12-02 10:17:00,2011-11-18 09:43:00,United Kingdom,3
13946,79,3,561.5699999999999,2011-03-17 10:02:00,2011-09-21 13:33:00,United Kingdom,3
13947,65,1,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,United Kingdom,1
13948,361,1,102.0,2010-12-14 10:18:00,2010-12-14 10:18:00,United Kingdom,1
13949,3,6,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,United Kingdom,0
13950,11,4,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,United Kingdom,2
13951,176,3,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,United Kingdom,3
13952,218,2,3251.071,2011-04-15 09:27:00,2011-05-06 09:00:00,United Kingdom,3
13953,7,7,3515.68,2010-12-22 10:29:00,2011-12-02 16:04:00,United Kingdom,0
13954,2,2,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,United Kingdom,2
13955,154,2,322.96,2011-02-07 12:24:00,2011-07-08 17:19:00,United Kingdom,1
13956,5,5,1026.42,2011-03-13 12:51:00,2011-12-04 13:20:00,United Kingdom,2
13959,79,3,598.2,2010-12-12 13:56:00,2011-09-21 15:06:00,United Kingdom,3
13960,21,2,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,United Kingdom,2
13962,22,2,169.55,2011-04-08 11:21:00,2011-11-18 08:47:00,United Kingdom,2
13963,308,4,664.54,2010-12-07 09:21:00,2011-02-04 14:43:00,United Kingdom,3
13967,146,1,80.7,2011-07-17 12:02:00,2011-07-17 12:02:00,United Kingdom,1
13969,7,18,9053.94,2010-12-09 19:32:00,2011-12-02 15:11:00,United Kingdom,0
13971,19,8,2758.26,2011-02-27 12:27:00,2011-11-21 12:06:00,United Kingdom,0
13972,71,2,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,United Kingdom,1
13973,287,1,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,United Kingdom,1
13974,49,1,413.59000000000003,2011-10-21 14:41:00,2011-10-21 14:41:00,United Kingdom,1
13975,31,6,2526.28,2011-03-08 12:19:00,2011-11-08 13:19:00,United Kingdom,3
13976,207,1,357.98,2011-05-17 09:13:00,2011-05-17 09:13:00,United Kingdom,1
13978,15,2,196.79000000000002,2011-10-25 15:04:00,2011-11-25 11:36:00,United Kingdom,2
13979,73,1,869.87,2011-09-27 13:32:00,2011-09-27 13:32:00,United Kingdom,1
13980,60,1,200.14,2011-10-10 13:34:00,2011-10-10 13:34:00,United Kingdom,1
13982,39,4,1871.81,2010-12-09 13:57:00,2011-10-31 16:24:00,United Kingdom,3
13983,30,12,2603.43,2010-12-08 10:38:00,2011-11-10 11:06:00,United Kingdom,0
13984,27,5,920.51,2010-12-08 15:58:00,2011-11-13 12:38:00,United Kingdom,3
13985,4,15,7060.13,2011-03-20 13:48:00,2011-12-05 17:06:00,United Kingdom,0
13986,17,1,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,United Kingdom,2
13988,20,6,4147.96,2011-03-30 11:48:00,2011-11-20 10:15:00,United Kingdom,0
13989,66,2,1266.08,2011-04-14 15:39:00,2011-10-05 09:47:00,United Kingdom,3
13990,213,1,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,United Kingdom,1
13991,12,6,855.97,2011-07-19 12:58:00,2011-11-27 16:18:00,United Kingdom,3
13992,30,1,76.8,2011-11-09 15:23:00,2011-11-09 15:23:00,United Kingdom,2
13993,43,9,3466.36,2011-01-13 10:43:00,2011-10-28 09:06:00,United Kingdom,0
13994,4,6,2313.14,2011-07-14 18:28:00,2011-12-06 11:05:00,United Kingdom,0
13995,15,5,1393.69,2011-04-08 08:20:00,2011-11-24 14:22:00,United Kingdom,3
13999,10,12,3901.81,2010-12-13 11:23:00,2011-11-29 13:40:00,United Kingdom,0
14000,211,1,635.66,2011-05-12 16:50:00,2011-05-12 16:50:00,United Kingdom,1
14001,46,3,2043.0800000000002,2010-12-01 12:58:00,2011-10-25 10:31:00,United Kingdom,3
14002,134,2,529.73,2011-07-06 14:59:00,2011-07-28 15:55:00,United Kingdom,1
14004,43,7,4582.64,2011-02-24 09:28:00,2011-10-27 14:40:00,United Kingdom,3
14005,10,5,2874.72,2011-05-08 10:33:00,2011-11-30 12:41:00,United Kingdom,0
14006,116,3,962.19,2011-01-31 15:11:00,2011-08-16 09:39:00,United Kingdom,3
14009,198,2,695.61,2011-05-18 13:00:00,2011-05-25 15:47:00,United Kingdom,1
14012,278,1,328.8,2011-03-07 12:26:00,2011-03-07 12:26:00,United Kingdom,1
14013,110,3,473.02,2011-03-09 08:59:00,2011-08-21 15:01:00,United Kingdom,1
14014,77,1,505.18,2011-09-23 13:18:00,2011-09-23 13:18:00,United Kingdom,1
14015,53,1,917.34,2011-10-18 10:02:00,2011-10-18 10:02:00,United Kingdom,2
14016,162,4,4341.21,2010-12-17 14:21:00,2011-07-01 11:29:00,EIRE,3
14019,47,3,1421.61,2011-07-24 15:39:00,2011-10-24 10:13:00,United Kingdom,3
14020,17,2,642.8,2011-09-12 15:32:00,2011-11-23 09:22:00,United Kingdom,2
14021,155,3,631.9,2011-03-28 15:10:00,2011-07-07 15:46:00,United Kingdom,3
14022,225,1,440.0,2011-04-28 14:39:00,2011-04-28 14:39:00,United Kingdom,1
14023,7,2,584.07,2011-04-03 15:50:00,2011-12-02 13:58:00,United Kingdom,2
14024,122,2,327.7,2011-08-07 13:31:00,2011-08-10 11:30:00,United Kingdom,1
14027,61,1,104.82,2011-10-10 09:01:00,2011-10-10 09:01:00,United Kingdom,1
14029,63,2,467.66,2011-07-18 16:57:00,2011-10-07 14:46:00,United Kingdom,1
14030,18,8,2360.09,2010-12-08 16:11:00,2011-11-21 16:48:00,United Kingdom,0
14031,7,19,17286.86,2010-12-02 16:34:00,2011-12-02 17:13:00,United Kingdom,0
14032,2,11,2975.59,2010-12-08 10:53:00,2011-12-07 15:23:00,United Kingdom,0
14034,22,3,651.8199999999999,2011-07-05 13:06:00,2011-11-17 14:02:00,United Kingdom,2
14035,29,5,1428.02,2011-02-15 12:48:00,2011-11-11 10:03:00,United Kingdom,3
14036,285,1,626.65,2011-02-28 09:26:00,2011-02-28 09:26:00,United Kingdom,1
14037,176,2,147.20000000000002,2010-12-10 11:39:00,2011-06-16 13:57:00,United Kingdom,1
14038,78,3,1560.38,2011-05-16 14:05:00,2011-09-22 13:37:00,United Kingdom,3
14039,33,1,152.2,2011-11-06 13:48:00,2011-11-06 13:48:00,United Kingdom,2
14040,41,12,3614.92,2011-01-12 14:57:00,2011-10-30 12:42:00,United Kingdom,0
14041,266,1,141.41,2011-03-18 13:25:00,2011-03-18 13:25:00,United Kingdom,1
14044,27,4,652.82,2011-02-03 11:39:00,2011-11-13 12:05:00,United Kingdom,3
14045,109,4,1659.75,2010-12-01 11:32:00,2011-08-22 15:27:00,United Kingdom,3
14046,284,1,154.99,2011-02-28 14:48:00,2011-02-28 14:48:00,United Kingdom,1
14047,9,5,1308.6100000000001,2010-12-02 10:09:00,2011-12-01 11:43:00,United Kingdom,3
14048,305,1,409.93,2011-02-07 14:53:00,2011-02-07 14:53:00,United Kingdom,1
14049,17,4,5681.72,2011-01-26 11:27:00,2011-11-23 12:20:00,United Kingdom,3
14050,32,2,746.36,2011-08-25 13:46:00,2011-11-08 10:00:00,United Kingdom,2
14051,1,23,15610.390000000001,2010-12-08 12:49:00,2011-12-09 10:20:00,United Kingdom,0
14052,20,1,225.36,2011-11-20 12:30:00,2011-11-20 12:30:00,United Kingdom,2
14053,124,2,260.25,2011-07-03 12:21:00,2011-08-07 14:27:00,United Kingdom,1
14054,65,1,92.46,2011-10-05 15:49:00,2011-10-05 15:49:00,United Kingdom,1
14055,106,1,725.6400000000001,2011-08-25 15:04:00,2011-08-25 15:04:00,United Kingdom,1
14056,1,23,8214.65,2011-02-28 15:19:00,2011-12-08 13:36:00,United Kingdom,0
14057,24,17,6217.96,2010-12-14 12:11:00,2011-11-16 10:32:00,United Kingdom,0
14059,267,1,183.6,2011-03-18 10:06:00,2011-03-18 10:06:00,United Kingdom,1
14060,5,19,6140.42,2010-12-02 12:11:00,2011-12-05 12:29:00,United Kingdom,0
14062,10,12,10464.85,2010-12-10 15:56:00,2011-11-30 10:04:00,United Kingdom,0
14064,29,5,1353.74,2011-03-10 12:59:00,2011-11-10 13:14:00,United Kingdom,3
14066,267,1,152.55,2011-03-18 12:21:00,2011-03-18 12:21:00,United Kingdom,1
14067,64,2,374.7,2011-09-04 12:00:00,2011-10-07 10:21:00,United Kingdom,1
14068,320,1,265.85,2011-01-23 16:02:00,2011-01-23 16:02:00,United Kingdom,1
14071,4,8,1438.82,2011-03-20 11:33:00,2011-12-06 12:27:00,United Kingdom,0
14073,32,1,151.04,2011-11-07 15:49:00,2011-11-07 15:49:00,United Kingdom,2
14075,5,3,942.26,2011-03-23 16:35:00,2011-12-05 08:38:00,United Kingdom,2
14076,129,1,122.47,2011-08-02 15:19:00,2011-08-02 15:19:00,United Kingdom,1
14077,41,5,499.41999999999996,2011-03-10 15:52:00,2011-10-30 12:35:00,United Kingdom,3
14078,102,6,1049.37,2010-12-01 12:54:00,2011-08-30 12:16:00,United Kingdom,3
14079,125,1,375.1,2011-08-07 12:10:00,2011-08-07 12:10:00,United Kingdom,1
14080,33,1,45.599999999999994,2011-11-07 11:09:00,2011-11-07 11:09:00,United Kingdom,1
14081,302,2,934.52,2010-12-05 15:47:00,2011-02-10 16:17:00,United Kingdom,1
14082,365,1,182.25,2010-12-10 11:02:00,2010-12-10 11:02:00,United Kingdom,1
14083,4,9,1018.43,2010-12-03 12:24:00,2011-12-05 13:14:00,United Kingdom,0
